eta index 1,eta index 2,centrality index,bin width,# Particles,mean 1,mean 2,cov,Sigma,Delta,Bcorr
0,4,7,2,1.70611e+07,1.46778,1.49451,0.549461,1.03593,1.32058,0.263689
0,4,7,3,2.27479e+07,1.46804,1.49444,0.553006,1.03605,1.32212,0.264905
0,4,7,4,2.84364e+07,1.46842,1.49468,0.557037,1.03616,1.32113,0.266259
0,4,8,0,4.22054e+06,1.09408,1.10567,0.390885,1.03324,1.48579,0.255933
0,4,8,1,8.4424e+06,1.09416,1.10556,0.391948,1.0339,1.52458,0.256332
0,4,8,2,1.26679e+07,1.09447,1.10556,0.394341,1.03388,1.53262,0.257469
0,4,8,3,1.68874e+07,1.0946,1.10575,0.397897,1.03373,1.48847,0.25919
0,4,8,4,2.11084e+07,1.09483,1.1061,0.402042,1.0336,1.54674,0.261157
0,5,0,0,4.39832e+08,2.2815,2.37809,2.93493,1.05481,-0.206737,0.544271
0,5,0,1,4.39832e+08,2.2815,2.37809,2.93493,1.05481,-0.206737,0.544271
0,5,0,2,4.39832e+08,2.2815,2.37809,2.93493,1.05481,-0.206737,0.544271
0,5,0,3,4.39832e+08,2.2815,2.37809,2.93493,1.05481,-0.206737,0.544271
0,5,0,4,4.39832e+08,2.2815,2.37809,2.93493,1.05481,-0.206737,0.544271
0,5,1,0,1.89706e+07,4.88517,5.20608,1.71478,1.05651,1.26963,0.243487
0,5,1,1,3.80492e+07,4.89833,5.22246,1.75121,1.05709,1.23599,0.246729
0,5,1,2,5.7371e+07,4.92416,5.25191,1.82333,1.05704,1.2223,0.253282
0,5,1,3,7.71832e+07,4.96856,5.30261,1.95449,1.0571,1.18789,0.264814
0,5,1,4,9.83978e+07,5.06934,5.41718,2.32966,1.05704,1.07865,0.296027
0,5,2,0,1.48699e+07,3.82694,4.03669,1.34435,1.05799,1.25378,0.244312
0,5,2,1,2.9751e+07,3.82938,4.03888,1.35408,1.05751,1.22102,0.245617
0,5,2,2,4.46657e+07,3.83252,4.04228,1.36405,1.05722,1.23468,0.246876
0,5,2,3,5.96086e+07,3.8366,4.04697,1.38036,1.05706,1.22749,0.248912
0,5,2,4,7.45794e+07,3.84159,4.05271,1.40162,1.05708,1.22425,0.25152
0,5,3,0,1.24452e+07,3.20294,3.3531,1.13227,1.0557,1.27903,0.246581
0,5,3,1,2.48854e+07,3.20364,3.35371,1.13398,1.05609,1.27306,0.246756
0,5,3,2,3.73375e+07,3.20486,3.35517,1.13924,1.05657,1.26249,0.247455
0,5,3,3,4.98185e+07,3.20654,3.35679,1.14746,1.05664,1.24702,0.248688
0,5,3,4,6.23006e+07,3.20834,3.35902,1.15776,1.05699,1.23828,0.250184
0,5,4,0,1.05084e+07,2.70696,2.81261,0.959841,1.05584,1.29175,0.247821
0,5,4,1,2.10174e+07,2.70691,2.81355,0.961464,1.05595,1.27176,0.248086
0,5,4,2,3.1542e+07,2.70745,2.81415,0.965891,1.05585,1.27702,0.248923
0,5,4,3,4.20762e+07,2.70849,2.81507,0.971602,1.05605,1.28071,0.249925
0,5,4,4,5.26114e+07,2.70923,2.81584,0.978274,1.05609,1.26367,0.251151
0,5,5,0,8.81843e+06,2.26981,2.34157,0.812173,1.05363,1.25566,0.250579
0,5,5,1,1.76222e+07,2.26883,2.34128,0.812054,1.05428,1.26375,0.250487
0,5,5,2,2.64356e+07,2.26918,2.34185,0.816057,1.05415,1.25698,0.251397
0,5,5,3,3.52455e+07,2.26898,2.34257,0.82114,1.05404,1.2654,0.252567
0,5,5,4,4.40687e+07,2.26958,2.3431,0.827104,1.05396,1.27965,0.253904
0,5,6,0,7.20776e+06,1.85732,1.90522,0.66947,1.05037,1.44573,0.253082
0,5,6,1,1.44171e+07,1.85762,1.90482,0.670473,1.05089,1.37514,0.253275
0,5,6,2,2.16356e+07,1.85843,1.90523,0.672492,1.05129,1.38319,0.25371
0,5,6,3,2.88464e+07,1.85859,1.90554,0.6757,1.05153,1.37679,0.254544
0,5,6,4,3.60673e+07,1.8589,1.90587,0.680313,1.05178,1.36943,0.255759
0,5,7,0,5.68605e+06,1.46769,1.49403,0.525525,1.04833,1.48577,0.252917
0,5,7,1,1.13759e+07,1.46765,1.4943,0.525837,1.0499,1.40125,0.252729
0,5,7,2,1.70611e+07,1.46778,1.49452,0.528627,1.04955,1.37073,0.253772
0,5,7,3,2.27479e+07,1.46804,1.49455,0.5324,1.04945,1.38089,0.255121
0,5,7,4,2.84364e+07,1.46842,1.49481,0.536611,1.04943,1.38137,0.256582
0,5,8,0,4.22054e+06,1.09408,1.10409,0.375494,1.04445,2.05975,0.246485
0,5,8,1,8.4424e+06,1.09416,1.10379,0.376727,1.04517,2.07076,0.246983
0,5,8,2,1.26679e+07,1.09447,1.10381,0.379401,1.04523,2.01955,0.248262
0,5,8,3,1.68874e+07,1.0946,1.10377,0.382974,1.04517,1.9426,0.250018
0,5,8,4,2.11084e+07,1.09483,1.10427,0.387153,1.04524,1.94906,0.251985
0,6,0,0,4.39832e+08,2.2815,2.37436,2.91077,1.06849,-0.520091,0.539223
0,6,0,1,4.39832e+08,2.2815,2.37436,2.91077,1.06849,-0.520091,0.539223
0,6,0,2,4.39832e+08,2.2815,2.37436,2.91077,1.06849,-0.520091,0.539223
0,6,0,3,4.39832e+08,2.2815,2.37436,2.91077,1.06849,-0.520091,0.539223
0,6,0,4,4.39832e+08,2.2815,2.37436,2.91077,1.06849,-0.520091,0.539223
0,6,1,0,1.89706e+07,4.88517,5.22158,1.64134,1.07087,1.2962,0.232832
0,6,1,1,3.80492e+07,4.89833,5.23703,1.68194,1.07082,1.25587,0.236715
0,6,1,2,5.7371e+07,4.92416,5.26738,1.75399,1.07104,1.23508,0.243318
0,6,1,3,7.71832e+07,4.96856,5.31879,1.88646,1.07107,1.19447,0.255179
0,6,1,4,9.83978e+07,5.06934,5.43505,2.26588,1.07081,1.07295,0.287273
0,6,2,0,1.48699e+07,3.82694,4.04217,1.29055,1.07114,1.28504,0.234505
0,6,2,1,2.9751e+07,3.82938,4.043,1.29519,1.07169,1.25972,0.23498
0,6,2,2,4.46657e+07,3.83252,4.04582,1.30607,1.07149,1.2598,0.236385
0,6,2,3,5.96086e+07,3.8366,4.0506,1.32264,1.07121,1.2545,0.238509
0,6,2,4,7.45794e+07,3.84159,4.05658,1.34372,1.07119,1.25421,0.241143
0,6,3,0,1.24452e+07,3.20294,3.35049,1.07981,1.07096,1.30452,0.235353
0,6,3,1,2.48854e+07,3.20364,3.35093,1.0827,1.0708,1.30569,0.235831
0,6,3,2,3.73375e+07,3.20486,3.35218,1.08889,1.0706,1.31154,0.236824
0,6,3,3,4.98185e+07,3.20654,3.35416,1.09679,1.07078,1.29624,0.238
0,6,3,4,6.23006e+07,3.20834,3.3564,1.1071,1.07112,1.28692,0.239531
0,6,4,0,1.05084e+07,2.70696,2.80672,0.916183,1.06993,1.36105,0.237033
0,6,4,1,2.10174e+07,2.70691,2.80662,0.917737,1.07003,1.33707,0.237326
0,6,4,2,3.1542e+07,2.70745,2.80734,0.922494,1.06991,1.33706,0.238242
0,6,4,3,4.20762e+07,2.70849,2.80847,0.929222,1.06988,1.33416,0.239497
0,6,4,4,5.26114e+07,2.70923,2.80939,0.935986,1.06993,1.31322,0.240755
0,6,5,0,8.81843e+06,2.26981,2.33249,0.775632,1.06712,1.35895,0.240063
0,6,5,1,1.76222e+07,2.26883,2.3329,0.775999,1.06749,1.37624,0.24011
0,6,5,2,2.64356e+07,2.26918,2.33395,0.780481,1.06738,1.35412,0.241125
0,6,5,3,3.52455e+07,2.26898,2.33456,0.785731,1.06725,1.35734,0.242361
0,6,5,4,4.40687e+07,2.26958,2.33494,0.791322,1.06734,1.37082,0.24361
0,6,6,0,7.20776e+06,1.85732,1.89634,0.639128,1.06436,1.58306,0.24241
