eta index 1,eta index 2,centrality index,bin width,# Particles,mean 1,mean 2,cov,Sigma,Delta,Bcorr
0,4,1,0,1.89307e+07,4.8846,5.15888,1.77518,1.04306,1.23761,0.253195
0,4,1,1,3.79689e+07,4.89775,5.17519,1.81193,1.04279,1.22695,0.25658
0,4,1,2,5.7248e+07,4.92349,5.20338,1.88358,1.04297,1.20113,0.262974
0,4,1,3,7.70153e+07,4.96786,5.25235,2.01338,1.04288,1.17116,0.274275
0,4,1,4,9.8171e+07,5.06836,5.36395,2.38166,1.04267,1.07415,0.304607
0,4,2,0,1.4846e+07,3.82668,4.00903,1.40089,1.04257,1.22076,0.255432
0,4,2,1,2.97034e+07,3.82912,4.01107,1.40827,1.04236,1.19597,0.25636
0,4,2,2,4.45943e+07,3.83225,4.01448,1.41831,1.04192,1.21657,0.25764
0,4,2,3,5.95138e+07,3.83632,4.01886,1.43274,1.04233,1.20461,0.259297
0,4,2,4,7.44608e+07,3.84129,4.0243,1.45383,1.04237,1.20008,0.261849
0,4,3,0,1.24285e+07,3.20278,3.3363,1.17577,1.04232,1.22643,0.256552
0,4,3,1,2.48521e+07,3.20346,3.33576,1.17745,1.04282,1.20746,0.256728
0,4,3,2,3.72874e+07,3.20469,3.33728,1.18388,1.04258,1.21339,0.257733
0,4,3,3,4.97518e+07,3.20638,3.3386,1.19207,1.04259,1.19741,0.258963
0,4,3,4,6.22172e+07,3.20818,3.34051,1.20242,1.04267,1.19787,0.260501
0,4,4,0,1.04957e+07,2.7069,2.80148,0.999461,1.04131,1.24125,0.25846
0,4,4,1,2.09925e+07,2.70685,2.80222,1.00185,1.04106,1.22381,0.258939
0,4,4,2,3.15045e+07,2.70739,2.8031,1.0054,1.04112,1.24076,0.25956
0,4,4,3,4.20264e+07,2.70844,2.80382,1.01042,1.04146,1.25061,0.260394
0,4,4,4,5.25486e+07,2.70917,2.80464,1.01736,1.04145,1.22803,0.261661
0,4,5,0,8.80886e+06,2.26983,2.33584,0.843545,1.03984,1.21482,0.260524
0,4,5,1,1.76033e+07,2.26887,2.33563,0.845005,1.0399,1.21989,0.260895
0,4,5,2,2.64071e+07,2.2692,2.3355,0.84868,1.03981,1.2156,0.261742
0,4,5,3,3.52076e+07,2.269,2.33561,0.853422,1.03955,1.24072,0.262874
0,4,5,4,4.4021e+07,2.26959,2.33599,0.85903,1.0395,1.26341,0.264112
0,4,6,0,7.20052e+06,1.85736,1.90355,0.694533,1.03808,1.34291,0.262443
0,4,6,1,1.44029e+07,1.85768,1.90258,0.695814,1.03843,1.2662,0.262766
0,4,6,2,2.16142e+07,1.85849,1.9028,0.698581,1.03847,1.2679,0.263473
0,4,6,3,2.8818e+07,1.85865,1.90299,0.701577,1.03887,1.25688,0.264213
0,4,6,4,3.60316e+07,1.85895,1.90321,0.706547,1.03877,1.26164,0.265579
0,4,7,0,5.68105e+06,1.46775,1.49456,0.546911,1.03509,1.35533,0.262943
0,4,7,1,1.13653e+07,1.46768,1.49453,0.547279,1.03613,1.32391,0.262884
0,4,7,2,1.70452e+07,1.46781,1.49455,0.54945,1.03593,1.31869,0.26368
0,4,7,3,2.27265e+07,1.46807,1.49447,0.553017,1.03603,1.32158,0.264907
0,4,7,4,2.84098e+07,1.46846,1.4947,0.557037,1.03615,1.32069,0.266256
0,4,8,0,4.21688e+06,1.09409,1.10564,0.390937,1.03325,1.48632,0.255959
0,4,8,1,8.43504e+06,1.09416,1.10553,0.391991,1.03391,1.52358,0.256353
0,4,8,2,1.26568e+07,1.09447,1.10553,0.394402,1.03389,1.53172,0.257501
0,4,8,3,1.68724e+07,1.09459,1.10572,0.397957,1.03373,1.48634,0.259223
0,4,8,4,2.10896e+07,1.09481,1.10607,0.4021,1.03359,1.54572,0.261192
0,5,0,0,4.39194e+08,2.28075,2.37724,2.93311,1.0548,-0.207612,0.544204
0,5,0,1,4.39194e+08,2.28075,2.37724,2.93311,1.0548,-0.207612,0.544204
0,5,0,2,4.39194e+08,2.28075,2.37724,2.93311,1.0548,-0.207612,0.544204
0,5,0,3,4.39194e+08,2.28075,2.37724,2.93311,1.0548,-0.207612,0.544204
0,5,0,4,4.39194e+08,2.28075,2.37724,2.93311,1.0548,-0.207612,0.544204
0,5,1,0,1.89307e+07,4.8846,5.20543,1.71391,1.05654,1.26901,0.243411
0,5,1,1,3.79689e+07,4.89775,5.22181,1.75052,1.05708,1.23519,0.246681
0,5,1,2,5.7248e+07,4.92349,5.25118,1.82245,1.05704,1.22125,0.253217
0,5,1,3,7.70153e+07,4.96786,5.30177,1.95362,1.05709,1.18751,0.264756
0,5,1,4,9.8171e+07,5.06836,5.41606,2.32797,1.05704,1.07847,0.295918
0,5,2,0,1.4846e+07,3.82668,4.03626,1.34395,1.05795,1.25565,0.24428
0,5,2,1,2.97034e+07,3.82912,4.03845,1.35378,1.05746,1.22188,0.245602
0,5,2,2,4.45943e+07,3.83225,4.04185,1.36365,1.0572,1.23467,0.246842
0,5,2,3,5.95138e+07,3.83632,4.04655,1.37993,1.05705,1.22847,0.248873
0,5,2,4,7.44608e+07,3.84129,4.05227,1.40115,1.05707,1.22534,0.251476
0,5,3,0,1.24285e+07,3.20278,3.35285,1.13226,1.05566,1.2816,0.246597
0,5,3,1,2.48521e+07,3.20346,3.35346,1.13384,1.05608,1.2744,0.246747
0,5,3,2,3.72874e+07,3.20469,3.35492,1.13897,1.05659,1.26368,0.247419
0,5,3,3,4.97518e+07,3.20638,3.35657,1.14721,1.05666,1.24785,0.248655
0,5,3,4,6.22172e+07,3.20818,3.3588,1.15751,1.057,1.23845,0.250153
0,5,4,0,1.04957e+07,2.7069,2.81252,0.959716,1.0558,1.29096,0.247807
0,5,4,1,2.09925e+07,2.70685,2.81345,0.961282,1.05594,1.27089,0.248057
0,5,4,2,3.15045e+07,2.70739,2.81404,0.965693,1.05585,1.27698,0.248891
0,5,4,3,4.20264e+07,2.70844,2.81496,0.971411,1.05605,1.28099,0.249894
0,5,4,4,5.25486e+07,2.70917,2.81574,0.978076,1.05609,1.26333,0.251118
0,5,5,0,8.80886e+06,2.26983,2.34154,0.812036,1.0536,1.25266,0.250552
0,5,5,1,1.76033e+07,2.26887,2.34125,0.811929,1.05426,1.2624,0.250462
0,5,5,2,2.64071e+07,2.2692,2.34182,0.815905,1.05414,1.25626,0.251363
0,5,5,3,3.52076e+07,2.269,2.34254,0.820994,1.05403,1.26482,0.252535
0,5,5,4,4.4021e+07,2.26959,2.34307,0.82694,1.05396,1.27925,0.253867
0,5,6,0,7.20052e+06,1.85736,1.90522,0.669461,1.0503,1.44542,0.25309
0,5,6,1,1.44029e+07,1.85768,1.90483,0.670421,1.05086,1.37564,0.25326
0,5,6,2,2.16142e+07,1.85849,1.90526,0.672453,1.05126,1.38329,0.253699
0,5,6,3,2.8818e+07,1.85865,1.90557,0.675644,1.05152,1.37624,0.254527
0,5,6,4,3.60316e+07,1.85895,1.9059,0.680278,1.05176,1.36911,0.255749
0,5,7,0,5.68105e+06,1.46775,1.49404,0.525587,1.0483,1.48157,0.252939
0,5,7,1,1.13653e+07,1.46768,1.4943,0.525863,1.04988,1.39927,0.252741
0,5,7,2,1.70452e+07,1.46781,1.49452,0.528626,1.04952,1.37032,0.253774
0,5,7,3,2.27265e+07,1.46807,1.49454,0.532418,1.04942,1.38051,0.25513
0,5,7,4,2.84098e+07,1.46846,1.4948,0.536616,1.04942,1.38068,0.256584
0,5,8,0,4.21688e+06,1.09409,1.10402,0.375586,1.04442,2.06146,0.246539
0,5,8,1,8.43504e+06,1.09416,1.10373,0.376814,1.04517,2.06646,0.247032
0,5,8,2,1.26568e+07,1.09447,1.10376,0.379503,1.04521,2.01785,0.248321
0,5,8,3,1.68724e+07,1.09459,1.10372,0.383063,1.04515,1.9376,0.25007
0,5,8,4,2.10896e+07,1.09481,1.10421,0.387231,1.04522,1.94499,0.252032
0,6,0,0,4.39194e+08,2.28075,2.37351,2.90895,1.0685,-0.521795,0.539152
0,6,0,1,4.39194e+08,2.28075,2.37351,2.90895,1.0685,-0.521795,0.539152
0,6,0,2,4.39194e+08,2.28075,2.37351,2.90895,1.0685,-0.521795,0.539152
0,6,0,3,4.39194e+08,2.28075,2.37351,2.90895,1.0685,-0.521795,0.539152
0,6,0,4,4.39194e+08,2.28075,2.37351,2.90895,1.0685,-0.521795,0.539152
0,6,1,0,1.89307e+07,4.8846,5.22096,1.64061,1.0709,1.29441,0.232768
0,6,1,1,3.79689e+07,4.89775,5.23637,1.68117,1.07085,1.25453,0.236649
0,6,1,2,5.7248e+07,4.92349,5.26665,1.75312,1.07106,1.23323,0.243247
0,6,1,3,7.70153e+07,4.96786,5.31796,1.88553,1.0711,1.19339,0.255106
0,6,1,4,9.8171e+07,5.06836,5.43392,2.26415,1.07084,1.072,0.287152
0,6,2,0,1.4846e+07,3.82668,4.04175,1.29013,1.07114,1.28598,0.234463
0,6,2,1,2.97034e+07,3.82912,4.04259,1.29487,1.07167,1.2596,0.234953
0,6,2,2,4.45943e+07,3.83225,4.04544,1.30568,1.07148,1.25909,0.236346
0,6,2,3,5.95138e+07,3.83632,4.05023,1.3222,1.07121,1.25489,0.238464
0,6,2,4,7.44608e+07,3.84129,4.05618,1.34326,1.0712,1.25461,0.241094
0,6,3,0,1.24285e+07,3.20278,3.3503,1.07988,1.07091,1.30648,0.235382
0,6,3,1,2.48521e+07,3.20346,3.35072,1.08257,1.0708,1.30664,0.235819
0,6,3,2,3.72874e+07,3.20469,3.35196,1.08867,1.07062,1.31216,0.236797
0,6,3,3,4.97518e+07,3.20638,3.35397,1.09658,1.0708,1.29635,0.237973
0,6,3,4,6.22172e+07,3.20818,3.35619,1.10686,1.07114,1.28674,0.239499
0,6,4,0,1.04957e+07,2.7069,2.80663,0.915971,1.06996,1.35887,0.236991
0,6,4,1,2.09925e+07,2.70685,2.80655,0.917486,1.07007,1.33534,0.237275
0,6,4,2,3.15045e+07,2.70739,2.80726,0.922277,1.06993,1.33635,0.2382
0,6,4,3,4.20264e+07,2.70844,2.80838,0.92903,1.06989,1.33367,0.239462
0,6,4,4,5.25486e+07,2.70917,2.80931,0.935796,1.06995,1.31197,0.24072
0,6,5,0,8.80886e+06,2.26983,2.33247,0.775399,1.0671,1.35774,0.240011
